product name,description,urls,votes
"Remote Planet
","Curated resources for Remote Workers, Digital Nomads & Travelers",https://betalist.imgix.net/attachment/124111/image/b17f0f7fea6fe7eef5180078c497cbb6.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"7,
2
"
"Insightshunt
",Key highlights from UI/UX Design Articles & Books,https://betalist.imgix.net/attachment/125610/image/69b2e9b495b9d6ddd4d725b8c96a192e.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,1
"Ourspark
",Freelancing platform where businesses & freelancers connect & collaborate,https://betalist.imgix.net/attachment/125609/image/62c6cd43c5ae2ff0731c04bdbc21cf94.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,1
"Origin Protocol
",The blockchain platform for building decentralized marketplaces,https://betalist.imgix.net/attachment/124115/image/6690b789c60c534e44f51aee8a428fc3.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,5
"2020 Marketing Calendar
",Plan out Marketing for Whole Year,https://betalist.imgix.net/attachment/124009/image/f1b2f0e103a16932cd055ddab275d8cb.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"8,
2
"
"Newsy
",Turn your un-used domains into an instant social news site,https://betalist.imgix.net/attachment/124546/image/44faf27a4b40145dce6d76805c99c383.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"15,
6
"
"Collect
",Beautiful client portal to collect data and documents,https://betalist.imgix.net/attachment/125608/image/d0afe0dae1d9cc30c3b0397df4f3bcac.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,2
"SuperPay
",Make collecting recurring and one-time payments smooth and simple.,https://betalist.imgix.net/attachment/124721/image/c84afc89450685882e85f271273dc054.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,3
"Coinpanda
",The most trusted crypto portfolio tracker and tax calculator,https://betalist.imgix.net/attachment/126368/image/7987b53d2696342f389446ccb19e9c10.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,2
"MicroAcquire
",A free & anonymous startup acquisition marketplace,,9
"AhoyTeam
",Employee workflow management platform,https://betalist.imgix.net/attachment/125431/image/03117dd1c13e93d9256ffd99f1f9d0ad.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"16,
4
"
"Painland
",Helping entrepreneurs to have problems — worth solving,https://betalist.imgix.net/attachment/126517/image/bf2f207fe36cd2288276a533dbe503a8.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"9,
4
"
"Immigrant Founders
",Find and compare startup visas and ecosystems,https://betalist.imgix.net/attachment/125444/image/87bdd3808f93830969d271e48356f120.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,11
"Creative Toaster
",Web Design / Graphic Design tasks done in less than a day,https://betalist.imgix.net/attachment/124765/image/789ec68e4f70608fb149fdcbb27ff842.jpg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,3
"Poof
",Say no to endless checklists. Achieve your goals consciously,https://betalist.imgix.net/attachment/125510/image/b2b9883ab79fe887913f66a65f589a20.jpg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,1
"Perfomante
",Video creatives for Facebook ad in 24-48 hours with fix price,,5
"WiserNotify
",Run social proof notification on your website,https://betalist.imgix.net/attachment/125405/image/025a0c27a08f10cdeed7961ec1ad04df.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"11,
16
"
"PopDo
",Quick task list for your Mac menu bar,https://betalist.imgix.net/attachment/125337/image/43aa0791dccccbeb7c65e0e76c0a94c4.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,3
"Docs2Book
",Collect payment to view your Google Document,https://betalist.imgix.net/attachment/125266/image/65cb68fa113d0d8c1d828e9852dc2ba8.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,2
"LearnObit
","A Tool for Rapid Learning Process, it's like Anki + workflowy",,"6,
8
"
"Borges
",Goodreads for 2020,https://betalist.imgix.net/attachment/126272/image/01784440de7510a68a350a35c7ad1062.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"4,
2
"
"NoCodeAPI
",Build third-party application APIs with NoCode,https://betalist.imgix.net/attachment/125404/image/7c3a6d848c181569d5ae9aea22a74279.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,10
"The Zone
",Guided Journal & Mood Tracker,https://betalist.imgix.net/attachment/125403/image/ca57d035355668a67b0a2f489d687ef0.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,1
"Aptly
",The fastest way to Product/Market fit,https://betalist.imgix.net/attachment/126779/image/a38a5d96ecc42d2bf7b2e7bd03ec6f8b.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,10
"Sleekbundle
","Design assets for startup owners, developers & busy designers​",https://betalist.imgix.net/attachment/124397/image/b92a0d4cec09d515467656aa76430734.jpg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"15,
6
"
"FlinchNot
",Create a modern Online Store,https://betalist.imgix.net/attachment/123787/image/8b2dcc3a48e7d1739b1a29dbffd8653e.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,1
"apprvl
",Get your images approved by clients without any complication,https://betalist.imgix.net/attachment/125336/image/47649fdc0f0a3cbdfd29385c6deb798a.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,2
"CloneDesk
",Success Recipes for Your Team,,"10,
3
"
"Epiloge
",Build your network with your work and knowledge,https://betalist.imgix.net/attachment/126269/image/6c2362aab8e4a9c80ba43c8e4d47f588.jpg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"8,
3
"
"solo.to
","Share your links, content, and social media accounts all on one page",,"18,
14
"
"Firemon
",Gain control of your Firebase usage costs,https://betalist.imgix.net/attachment/124419/image/f0fbf893c7a580f616a31c872a061c6d.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,3
"Handoff
",Draw designs and export to code,https://betalist.imgix.net/attachment/125559/image/425b53aaac6459531f8ed33b03379ee5.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,6
"Wylo
","Connect with people over topics you love, faster and easier",https://betalist.imgix.net/attachment/125335/image/873eaa2af55066329219cff5e3569ede.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"6,
1
"
"Qoals
","Simple, goal-based project management",https://betalist.imgix.net/attachment/124311/image/88e6afba0efcf7756a46c057c34412cf.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,6
"Wayfinder
",Trail guides and maps for multi-day backpacking trips,https://betalist.imgix.net/attachment/125319/image/168a5f20834e4f729686ac654fb2492e.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"1,
1
"
"Monapi
","IP, Email & Domain Data Intelligence API",https://betalist.imgix.net/attachment/125264/image/a8b4043ff5a09f0404d16dcad6ff8cbc.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"8,
1
"
"Landing Page 101
",A guide focused on how to perfect your landing pages as a solo-designer.,https://betalist.imgix.net/attachment/125194/image/ee9f65cd76ebf5553f88a81aec4c0657.jpg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,1
"Linguix
",Eliminate writing errors on millions of websites.,https://betalist.imgix.net/attachment/126360/image/39303ff14497a8c3cc5710a27ce85b3c.jpg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,5
"Globote
",Hire the best remote engineers for full-time roles,https://betalist.imgix.net/attachment/126359/image/771b5442d593e20f57c08eedf71f07ce.jpg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,4
"Timpler
",A powerful and simple way to organize and plan your to-dos and routines,https://betalist.imgix.net/attachment/125191/image/9da8250ec716e1ad31777d79541001ca.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"13,
1
"
"Betterflows
",Workflow management for process-driven teams,https://betalist.imgix.net/attachment/126294/image/e6256d57f6f1cdec1fd29b0f38c5edec.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,1
"Jooseph
",Playlists for learning,https://betalist.imgix.net/attachment/126778/image/e72b65dd37a0d16aff9701a820a319af.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"9,
1
"
"Attlaz - Route Planner
",Save time with automatic route planning,https://betalist.imgix.net/attachment/125325/image/008eda21547d1328834e20a67332e4c0.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,2
"Apollo Yard
",Resume Analysis and Job Matching,https://betalist.imgix.net/attachment/126509/image/b1420960ee4bc325e58d3c5b4c9ee6cd.jpg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,7
"DevSpace
",The Fastest Developer Tool for Kubernetes,https://betalist.imgix.net/attachment/124282/image/010a2878ae10898c08306126d1d9896c.gif?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"3,
1
"
"Domais.Co
",Backorder expiring domain names,https://betalist.imgix.net/attachment/124169/image/37e07b7025d34b6b48b746efaf30ee56.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"6,
2
"
"Better
",A retro tool that makes continuous improvement easy,https://betalist.imgix.net/attachment/123744/image/f75eaf05609f86251e7ecf20a0f8781f.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,3
"StartupLadder
",Find non-technical entry-level jobs,https://betalist.imgix.net/attachment/125213/image/52d07b5970a1d7dff59726748409aee2.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,5
"Email Kick
",Email designer for Amazon SES,https://betalist.imgix.net/attachment/126361/image/61cffeccb8a7750853394bd2ecf39f20.jpg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,8
"Storyblaster
",Template based social media marketing platform,https://betalist.imgix.net/attachment/126195/image/41ffe0bdc265f9b766a042025bc9c9bf.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"5,
2
"
"Acute
",In-app widget for collecting feedback,https://betalist.imgix.net/attachment/126293/image/acf528f3b145e6289814705c4a44322f.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,3
"Infinite Ajax Scroll
",a JavaScript plugin for creating engaging paginations,https://betalist.imgix.net/attachment/124118/image/4696b42a20babb191a2112a7428daf61.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,5
"Text 2 Voice
",Give human like voice to your text,https://betalist.imgix.net/attachment/126295/image/68adf850e928e01d52a29a1993ed7da3.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,7
"Changeloggy
",Social changelogs for your product,https://betalist.imgix.net/attachment/126278/image/2eab89d0541d26d41ed29bb0bbd099c5.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,2
"Membrs
",Social platform for creators to make a subscribers only community for fans,https://betalist.imgix.net/attachment/125604/image/a61d6c65733a5c300bc0b7cb3b80017c.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"6,
1
"
"Stackmaker
",Curated tools and resources for your next no-code product,,"18,
1
"
"OpenStudio
",Business Management Software all-in-one,https://betalist.imgix.net/attachment/125214/image/d63793b835de3d7aee6a1c1f66a3fc5c.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"9,
2
"
"CSS Scan Pro
",The definitive browser extension to work with web design,https://betalist.imgix.net/attachment/126279/image/fa85c70346c3fc3e3c40875bff24c08d.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,8
"UptimeMate
","Checks your website for uptime, speed and health 24/7",https://betalist.imgix.net/attachment/125019/image/dd81d1404c7cff09e9bcc66d9cb37c88.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"7,
2
"
"Apploye
",An employee Monitoring and Tracking tool.,https://betalist.imgix.net/attachment/125279/image/13d498de063be8f211413cd42ce765ae.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,5
"ZenJournal
",Fastest chat stream micro journal with double-tap to hide discreet mode,https://betalist.imgix.net/attachment/126719/image/5fb2985b7d26af0c147387280298a334.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"3,
1
"
"Holtly
",Buying a modular home - Done right,https://betalist.imgix.net/attachment/126277/image/e72ffa3253ced8334c243342f5349141.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"5,
1
"
"Containers Web Wireframe Kit
",High-quality wireframe kit for design and prototyping.,https://betalist.imgix.net/attachment/125153/image/4ebabf309857008761f9d956e477cf31.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,3
"Ycode
",No code tool for building and hosting advanced web apps,https://betalist.imgix.net/attachment/126505/image/0a8e364ae1399a909e5a8e27390a7d0b.jpg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"11,
4
"
"FloPanda
",Conversion Rate Optimisation Tool.Built by worlds 5th largest FB agency,,"30,
15
"
"Pageam
",Build a Superior Landing Page for your Mobile App,https://betalist.imgix.net/attachment/125758/image/6d5553f9504643fc55e1e27c49308188.jpg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,7
"Malomo
",Turn shipment tracking into a marketing channel,https://betalist.imgix.net/attachment/125037/image/22171018ed8633db7eae675711a8b26b.jpg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,2
"Xpired
",Worlds Fastest Expired Domains Finder,https://betalist.imgix.net/attachment/125036/image/c5f664dc3aac6566266928e285b583b8.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"13,
5
"
"Summary Box
","Summarize articles, blog posts, and videos with AI",https://betalist.imgix.net/attachment/125006/image/21b3d174213a766e036bd644c956d2cb.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,1
"Posh Tools
",Easily grow your Poshmark business,https://betalist.imgix.net/attachment/125734/image/97f5290ef647a298a760f477407dcc24.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"
2
"
"Melodia
",A smarter music app,https://betalist.imgix.net/attachment/118701/image/7f285f381df9c616881c80edec5f1242.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"8,
5
"
"Smoothix
",Website analytics for humans,https://betalist.imgix.net/attachment/125695/image/a6aa74cf4461d9cb1a8c7d436128a6ef.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,5
"Dialo
",Design your first impression,https://betalist.imgix.net/attachment/126946/image/e49a349a08d1d47438ffd3b0fa4a1462.jpg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,6
"Circuit Builder
",Connect 100's of API's to Blockchain / DeFi / dApps quickly and simply,,7
"DailyState
",Motivational journaling for growth and change,https://betalist.imgix.net/attachment/124619/image/685f6d139c7ace1474b19c42af332ccb.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,2
"Baitblock
",Adblock for Internet distractions,https://betalist.imgix.net/attachment/126945/image/8737fd5bc0e6e1c51dfbc65b59c95f1a.jpg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,2
"LOOP Messenger
",Threaded group messaging done right,https://betalist.imgix.net/attachment/126944/image/871442c7bb4e267e9d2a653cfcc548d0.jpg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"10,
2
"
"Deepss AI
",Extract data from invoices and receipts using AI algorithms,https://betalist.imgix.net/attachment/123789/image/a31d502e1a06b4b26a7f1f85767bb699.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"7,
4
"
"PressHub
",PR Made Fast & Easy,https://betalist.imgix.net/attachment/123937/image/b275dd9e325e9a32ff1c7a168a599fd0.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"12,
1
"
"PostureHealth
",Your Real-time AI Computer Posture Coach,,"16,
25
"
"iDeal CRM for Contractors
","Track Sales Pipeline Effectively, A Simple Way to Manage Construction Sales",https://betalist.imgix.net/attachment/124788/image/1f943e147e9bdb8cda7f4f258f13fdfd.jpg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,7
"mylink.fyi
","Your personal link, for your other links",https://betalist.imgix.net/attachment/126943/image/93df89b24bdc4a8be122f4d693cea408.jpg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,3
"TrackBug
",Start communicating visually by collaborating directly on live websites,https://betalist.imgix.net/attachment/126942/image/7af821b02cfcd4aedd39d26e848893a5.jpg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,3
"Perfect Invoice
",Online Invoicing for Freelancers,https://betalist.imgix.net/attachment/126878/image/90e690781b17dbdd2c5cac8481ca87e4.jpg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,5
"Work ThisWay
",Identify top talent in that pile of resumes from job boards instantly,https://betalist.imgix.net/attachment/125513/image/9c4c71680194fa957b5bc156aa27b729.jpg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"4,
1
"
"Ethos
",Invest for financial well-being AND your impact on the world,https://betalist.imgix.net/attachment/124867/image/46e96e73a4c68482fcdcf76981d69a4f.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,2
"Host Notion
",Custom domains for Notion,https://betalist.imgix.net/attachment/124970/image/d6f0838a9be723ac33bab30842a01be7.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"18,
8
"
"Birdseye
","Task clarity for freelancers, agencies, and startups",https://betalist.imgix.net/attachment/124810/image/3bb6d8937800e6b2a53c69abf90a2d74.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,9
"Kitemaker
","The fastest, most efficient, product issue tracker ever built",https://betalist.imgix.net/attachment/126877/image/f4ecddaaad85c1e37785008fbfb6de6d.jpg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"9,
3
"
"Yablo
",Outlook add-in for smart and easy teamwork on shared inboxes,https://betalist.imgix.net/attachment/127174/image/12d721a271fff93feeab29eef0cf414d.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"12,
11
"
"Kline.app
",Communication software for remote team,https://betalist.imgix.net/attachment/126876/image/f3098658ae8f8004712d2107dacc6ce4.jpg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"6,
1
"
"encaptiv
",Transform presentations into interactive audience experiences that convert,https://betalist.imgix.net/attachment/124525/image/45524f509221d6323bd654b62efd125c.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,"8,
3
"
"Nugget Notes
",Read and write notes on your favourite books with Nugget notes,https://betalist.imgix.net/attachment/124805/image/f8ba47192e476ea34a5e597cb394aa2b.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,9
"Typehut
",Super simple publishing platform,https://betalist.imgix.net/attachment/123726/image/7c057d7f28ce9dcea0c67cef944861cf.png?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,5
"Neatro
",A retrospective tool for any team who wants to improve itself,https://betalist.imgix.net/attachment/125355/image/0e454622a6c8d075758b23fe71a7641a.jpg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,5
"Zab Technologies
",Leverage Blockchain for your Business,https://betalist.imgix.net/attachment/126827/image/e3c71aa884f026d678223d77f3d38ffe.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,4
"Startday
",All-in-one freelance management app,https://betalist.imgix.net/attachment/126825/image/2f779f53836a0bcd030e61589e0cb556.jpeg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,7
"Finversity
",Affordable automated financial advice with a click of a button.,https://betalist.imgix.net/attachment/125257/image/ff83dfceff59e5de0c445df676cfb100.jpg?ixlib=rb-1.2.2&w=480&h=360&fit=min&auto=format&cs=strip&dpr=1,2
